name,,date,salary,team,opposing team,score,value,conesensus,avg fp,opp pitcher,hitting grade,hitting grade,savant grade,avg exit velo,hard hit %,barrel %,ops,slg,opp pitcher era,opp pitcher grade,team r/g
Daulton Varsho,OF/UTL,"June 05, 2023",3100,TOR,HOU,21.7,3.3,10.49,8.99,Brandon Bielak,HOU,34.9,53.1,87.9,38.5,7.3,0.644,0.365,3.79,37.5,4.6
Bryson Stott,2B/UTL,"June 05, 2023",2900,PHI,DET,6,3.3,9.73,9.38,Joey Wentz,DET,78.5,32.8,87.9,34.2,4.5,0.771,0.431,6.78,25.2,4.6
Mauricio Dubon,2B/SS/OF/UTL,"June 05, 2023",2800,HOU,TOR,6.2,3.3,9.11,8.45,Alek Manoah,TOR,58.95,29.5,87.1,30.1,4.1,0.694,0.391,5.91,23.2,4.7
Edward Olivares,OF/UTL,"June 05, 2023",2800,KCR,MIA,15.2,3.3,7.93,8.42,Braxton Garrett,MIA,52.725,59.5,86.8,38,8,0.705,0.41,3.9,75.7,3.7
Jordan Walker,OF/UTL,"June 05, 2023",2700,STL,TEX,6.2,3.3,8.49,8.13,Martin Perez,TEX,75.1,59.5,92.2,50.7,8,0.777,0.442,4.84,25,4.7
JJ Bleday,OF/UTL,"June 05, 2023",2400,OAK,PIT,0,3.3,8.6,6.12,Johan Oviedo,PIT,46.4,24.8,88.1,34.7,3.3,0.686,0.36,4.53,50.1,3.6
Jonah Heim,C1B/UTL,"June 05, 2023",3300,TEX,STL,6.2,3.2,9.57,11.62,Adam Wainwright,STL,83.4,64.6,89.4,37.4,8.9,0.824,0.483,7.66,8.9,5.9
Kevin Newman,SS/UTL,"June 05, 2023",3100,CIN,MIL,6,3.2,9.67,7.77,Julio Teheran,MIL,56.35,21.8,86.3,27.7,2.8,0.693,0.375,3.64,57.1,4.9
Jonathan Davis,OF/UTL,"June 05, 2023",3000,MIA,KC,19.4,3.1,6.8,11.48,Carlos Hernandez,KC,49.875,34,84.4,23.1,4.6,0.685,0.378,3.57,70,4.2
Paul DeJong,SS/UTL,"June 05, 2023",2900,STL,TEX,12.5,3.2,9.01,10.71,Martin Perez,TEX,59.425,64.6,86.1,38,8.9,0.745,0.438,4.84,25,4.7
Ha-Seong Kim,2B/3B/SS/UTL,"June 05, 2023",3000,SDP,CHC,15.5,3.1,8.13,8.7,Kyle Hendricks,CHC,72.425,42.1,87.1,30,5.8,0.769,0.418,3.57,55.2,4.5
Carlos Perez,C1B/UTL,"June 05, 2023",2500,OAK,PIT,3.5,3.1,7.73,5.75,Johan Oviedo,PIT,44.975,42.8,89.4,40.6,5.9,0.677,0.384,4.53,50.1,3.6
Austin Hedges,C1B/UTL,"June 05, 2023",2200,PIT,OAK,9.2,3.1,7.08,4.41,JP Sears,OAK,12.55,15.9,87.4,32.8,0.8,0.453,0.227,3.99,61.8,4.2
Ian Happ,OF/UTL,"June 05, 2023",2900,CHC,SD,9,3,9.01,9.43,Blake Snell,SD,65.7,57.1,89.8,37.8,7.6,0.752,0.379,2.71,83.4,4.7
Trey Mancini,C1B/OF/UTL,"June 05, 2023",2600,CHC,SD,0,3,7.97,7.21,Blake Snell,SD,43.625,30.2,89,42.4,4.2,0.652,0.344,2.71,83.4,4.7
Christopher Morel,OF/3B/2B/UTL,"June 05, 2023",3300,CHC,SD,0,2.9,8.58,13.67,Blake Snell,SD,84.425,89.9,91.5,48.1,14.5,0.891,0.563,2.71,83.4,4.7
Jonah Bride,3B/UTL,"June 05, 2023",2100,OAK,PIT,6,2.9,7.24,2.44,Johan Oviedo,PIT,27.675,55.5,88.9,45,7.5,0.538,0.216,4.53,50.1,3.6
Nicky Lopez,3B/2B/SS/UTL,"June 05, 2023",2400,KCR,MIA,3,2.8,7.19,5.33,Braxton Garrett,MIA,40.325,0,86.5,20.5,0,0.631,0.296,3.9,75.7,3.7
Bryce Harper,C1B/OF/UTL,"June 05, 2023",4100,PHI,DET,12.7,2.7,11.46,11.11,Joey Wentz,DET,85.125,82.2,91.1,42.9,12.5,0.821,0.426,6.78,25.2,4.6
Nick Allen,SS/UTL,"June 05, 2023",2100,OAK,PIT,0,2.7,6.29,3.49,Johan Oviedo,PIT,17.775,19.4,84.4,20.6,2,0.494,0.24,4.53,50.1,3.6
Blake Perkins,OF/UTL,"June 04, 2023",2000,MIL,CIN,0,5.1,9.08,4.1,Ben Lively,CIN,29.9,34.6,86,31.3,4.7,0.602,0.308,3.72,58,4.2
Jon Singleton,C1B/UTL,"June 04, 2023",2000,MIL,CIN,6.2,5.1,9.25,6.2,Ben Lively,CIN,6.1,0,90.1,38.9,0,0.325,0.138,3.72,58,4.2
Connor Wong,C1B/UTL,"June 04, 2023",2600,BOS,TB,6,4.6,8.29,8.05,Taj Bradley,TB,47.775,67.9,89.3,35.8,9.5,0.691,0.4,5.43,57.7,5
Brandon Drury,C1B/2B/UTL,"June 04, 2023",3000,LAA,HOU,3,4.4,10.54,9.7,J.P. France,HOU,79.275,78,89.9,46.1,11.7,0.822,0.5,3.31,51.1,5
Jesus Sanchez,OF/UTL,"June 04, 2023",2900,MIA,OAK,3,4.4,11,7.61,Paul Blackburn,OAK,72.825,84.3,91.4,49.6,13.1,0.796,0.479,4.86,54.8,4.2
Justin Turner,C1B/3B/UTL,"June 04, 2023",2700,BOS,TB,0,4.4,9.78,9.78,Taj Bradley,TB,86.425,45.2,89.9,40.5,6.3,0.836,0.474,5.43,57.7,5
Tommy Pham,OF/UTL,"June 04, 2023",2500,NYM,TOR,37.4,4.4,9.47,6.54,Yusei Kikuchi,TOR,81.4,83.8,93.3,48.4,13,0.823,0.476,4.13,52.3,4.4
Jose Caballero,3B/2B/SS/UTL,"June 04, 2023",2300,SEA,TEX,9.5,4.4,7.28,7.98,Nathan Eovaldi,TEX,51.85,26.5,83.4,25,3.6,0.691,0.336,2.83,81.8,4.5
Jake Fraley,OF/UTL,"June 04, 2023",3200,CIN,MIL,18.7,4.3,11.99,10.11,Adrian Houser,MIL,82.475,53.9,84.6,30.5,7.4,0.831,0.468,3.79,41.2,4.9
Alex Bregman,3B/UTL,"June 04, 2023",3100,HOU,LAA,6,4.3,11.31,10.57,Griffin Canning,LAA,63.025,37.7,87.8,35.5,5.2,0.739,0.398,4.62,49.7,4.7
Nick Pratto,OF/C1B/UTL,"June 04, 2023",2800,KCR,COL,3,4.3,10.71,9.39,Kyle Freeland,COL,59.075,67.9,88.8,45.3,9.5,0.718,0.389,4.72,27.3,3.7
Luke Raley,OF/C1B/UTL,"June 04, 2023",3100,TBR,BOS,15.7,4.2,10.44,10.16,Tanner Houck,BOS,90.075,91.4,91.5,47.7,15.4,0.931,0.572,5.05,52.4,5.4
Luis Arraez,2B/UTL,"June 04, 2023",2800,MIA,OAK,15.7,4.2,10.89,9.48,Paul Blackburn,OAK,93.35,19.9,88.3,24.7,2.2,0.899,0.468,4.86,54.8,4.2
Christian Yelich,OF/UTL,"June 04, 2023",3400,MIL,CIN,9,4.1,11.56,11.34,Ben Lively,CIN,88.025,73.8,92.8,52.9,10.6,0.85,0.472,3.72,58,4.2
Bryan De La Cruz,OF/UTL,"June 04, 2023",2900,MIA,OAK,9.2,4.1,11.59,9.33,Paul Blackburn,OAK,65.8,48,90.5,44,6.6,0.734,0.414,4.86,54.8,4.2
Brenton Doyle,OF/UTL,"June 04, 2023",2900,COL,KC,0,4.1,12.02,9.16,Brady Singer,KC,30.9,72.9,88.9,41.2,10.5,0.624,0.354,5.7,34.4,4.4
Zach McKinstry,2B/3B/OF/UTL,"June 04, 2023",2900,DET,CWS,3,4.1,10.22,8.84,Michael Kopech,CWS,52.725,67,87.5,37.3,9.3,0.691,0.369,4.47,46.3,3.9
Ryan Noda,C1B/UTL,"June 04, 2023",2800,OAK,MIA,3,4,8.83,8.89,Sandy Alcantara,MIA,66.175,86.2,90.8,44.2,13.5,0.777,0.403,4.64,51.3,3.6
Akil Baddoo,OF/UTL,"June 04, 2023",2500,DET,CWS,12.2,4.1,10.06,7.72,Michael Kopech,CWS,43.9,36.1,88.2,37.5,5,0.666,0.34,4.47,46.3,3.9
Joey Wendle,SS/UTL,"June 04, 2023",2200,MIA,OAK,9.2,4.1,8.8,5.19,Paul Blackburn,OAK,56.15,20.4,89.3,40.9,2.3,0.69,0.382,4.86,54.8,4.2
Jake Marisnick,OF/UTL,"June 04, 2023",2000,DET,CWS,0,4.1,7.53,1.31,Michael Kopech,CWS,37.025,40,88.9,38.2,5.5,0.654,0.392,4.47,46.3,3.9
Mike Trout,OF/UTL,"June 04, 2023",3600,LAA,HOU,3,4,13.24,11.56,J.P. France,HOU,85.2,93.5,92.1,52.7,16.3,0.862,0.493,3.31,51.1,5
Josh Naylor,C1B/UTL,"June 04, 2023",2900,CLE,MIN,12.7,4,9.56,9.82,Joe Ryan,MIN,88,67,90,45.3,9.3,0.844,0.495,3.77,82.2,4
Chas McCormick,OF/UTL,"June 04, 2023",2700,HOU,LAA,6,4,9.89,10.38,Griffin Canning,LAA,89.875,74.3,87.8,35.1,10.7,0.886,0.522,4.62,49.7,4.7
Eduardo Escobar,3B/2B/UTL,"June 04, 2023",2600,NYM,TOR,0,4,10.44,6.82,Yusei Kikuchi,TOR,47.975,35.1,86.5,32,4.8,0.672,0.384,4.13,52.3,4.4
Gio Urshela,C1B/3B/SS/UTL,"June 04, 2023",2600,LAA,HOU,3,4,8.34,7.82,J.P. France,HOU,64.55,28.3,87.5,33.7,3.9,0.703,0.374,3.31,51.1,5
Gabriel Arias,C1B/3B/SS/UTL,"June 04, 2023",2300,CLE,MIN,0,4,8.67,4.93,Joe Ryan,MIN,26.3,50.4,90,40.2,6.9,0.598,0.307,3.77,82.2,4
Nick Maton,2B/3B/UTL,"June 04, 2023",2300,DET,CWS,0,4,8.65,6.23,Michael Kopech,CWS,23.775,67.9,86.5,33.3,9.5,0.587,0.298,4.47,46.3,3.9
Will Brennan,OF/UTL,"June 04, 2023",2300,CLE,MIN,6,4,7.68,5.91,Joe Ryan,MIN,53.475,21.8,86.1,30.7,2.8,0.683,0.387,3.77,82.2,4
Mike Ford,C1B/UTL,"June 04, 2023",2000,SEA,TEX,0,4,6.49,1.5,Nathan Eovaldi,TEX,81.325,93.7,89.8,49.2,16.4,0.927,0.611,2.83,81.8,4.5
Matt McLain,SS/2B/UTL,"June 04, 2023",3300,CIN,MIL,9,3.9,9.68,13.34,Adrian Houser,MIL,90.15,78,89.1,41.6,11.7,0.869,0.504,3.79,41.2,4.9
Nathaniel Lowe,C1B/UTL,"June 04, 2023",3000,TEX,SEA,12.4,3.9,10.09,11.19,Bryce Miller,SEA,81.325,45.2,89.7,40.1,6.3,0.804,0.436,3.66,76.4,5.9
Cal Raleigh,C1B/UTL,"June 04, 2023",2800,SEA,TEX,0,3.9,9.13,9.31,Nathan Eovaldi,TEX,49.975,78.5,89.1,39.5,11.8,0.711,0.41,2.83,81.8,4.5
MJ Melendez,C1B/OF/UTL,"June 04, 2023",2700,KCR,COL,9.2,3.9,10.23,8.58,Kyle Freeland,COL,33.95,77.5,93.3,52.1,11.6,0.636,0.346,4.72,27.3,3.7
Javier Baez,SS/UTL,"June 04, 2023",2700,DET,CWS,15,3.9,10.12,7.8,Michael Kopech,CWS,26.5,25.8,87.7,38.9,3.4,0.575,0.321,4.47,46.3,3.9
Mike Moustakas,C1B/3B/UTL,"June 04, 2023",2600,COL,KC,6,3.9,9.99,6.65,Brady Singer,KC,74.975,67.9,89.5,44.8,9.5,0.791,0.448,5.7,34.4,4.4
Tyler Stephenson,C1B/UTL,"June 04, 2023",2600,CIN,MIL,0,3.9,9.53,7.78,Adrian Houser,MIL,55.275,50.4,88.1,41.4,6.9,0.698,0.365,3.79,41.2,4.9
Teoscar Hernandez,OF/UTL,"June 04, 2023",2600,SEA,TEX,18.2,3.9,7.92,8.5,Nathan Eovaldi,TEX,54.85,87.3,90.7,49.6,13.8,0.72,0.423,2.83,81.8,4.5
Brandon Belt,C1B/UTL,"June 04, 2023",2500,TOR,NYM,22.2,3.9,9.29,7.71,Kodai Senga,NYM,76.075,76.8,89.1,42.5,11.5,0.801,0.428,3.2,76.4,4.6
Michael Massey,2B/UTL,"June 04, 2023",2500,KCR,COL,6.5,3.9,9.12,6.28,Kyle Freeland,COL,24.25,67,89.9,42.7,9.3,0.57,0.305,4.72,27.3,3.7
Andruw Monasterio,SS/2B/3B/UTL,"June 04, 2023",2400,MIL,CIN,25.7,3.9,9.1,7.88,Ben Lively,CIN,63.1,31.4,86.1,27.7,4.3,0.714,0.354,3.72,58,4.2
Tyler Nevin,3B/UTL,"June 04, 2023",2200,DET,CWS,0,3.9,7.93,4.11,Michael Kopech,CWS,8.1,58.8,89.7,42.1,7.9,0.398,0.184,4.47,46.3,3.9
Clint Frazier,OF/UTL,"June 04, 2023",2200,CHW,DET,0,3.9,8.46,6.75,Matthew Boyd,DET,24.525,0,82.5,25.6,0,0.545,0.242,5.45,50.8,4.2
Kolten Wong,2B/UTL,"June 04, 2023",2100,SEA,TEX,6.5,3.9,7.14,4.35,Nathan Eovaldi,TEX,11.9,17.8,85.2,27.9,1.6,0.458,0.214,2.83,81.8,4.5
Tyler Freeman,2B/3B/UTL,"June 04, 2023",2000,CLE,MIN,0,3.9,8.28,4.69,Joe Ryan,MIN,72.75,0,86,40.7,0,0.738,0.391,3.77,82.2,4
Josh Lowe,OF/UTL,"June 04, 2023",3800,TBR,BOS,24.7,3.8,12.04,12.3,Tanner Houck,BOS,73.8,75.4,88.9,39.7,11.1,0.794,0.483,5.05,52.4,5.4
Julio Rodriguez,OF/UTL,"June 04, 2023",3500,SEA,TEX,0,3.8,10.37,11.88,Nathan Eovaldi,TEX,58.425,70.5,92.6,50.4,9.9,0.719,0.407,2.83,81.8,4.5
Kyle Schwarber,OF/UTL,"June 04, 2023",3200,PHI,WSH,54.4,3.8,14.01,9.54,Trevor Williams,WSH,54.625,91.4,91.8,46.7,15.4,0.758,0.444,4.42,34.3,4.6
Rowdy Tellez,C1B/UTL,"June 04, 2023",3100,MIL,CIN,6,3.8,12.35,9.05,Ben Lively,CIN,39.8,61.1,89.3,38.5,8.3,0.672,0.388,3.72,58,4.2
Jeremy Pena,SS/UTL,"June 04, 2023",3000,HOU,LAA,0,3.8,11.48,10.19,Griffin Canning,LAA,48.95,41.4,87.6,35.4,5.7,0.687,0.39,4.62,49.7,4.7
Tim Anderson,SS/UTL,"June 04, 2023",3000,CHW,DET,12.2,3.8,10.93,7.83,Matthew Boyd,DET,23.175,23.7,88.1,39.9,3.1,0.53,0.266,5.45,50.8,4.2
Hunter Renfroe,OF/UTL,"June 04, 2023",2800,LAA,HOU,0,3.8,10.02,9.9,J.P. France,HOU,61.675,55.5,89.7,42.5,7.5,0.751,0.451,3.31,51.1,5
Vinnie Pasquantino,C1B/UTL,"June 04, 2023",2800,KCR,COL,0,3.8,10.93,9.58,Kyle Freeland,COL,65.525,55.5,89.3,40.3,7.5,0.762,0.437,4.72,27.3,3.7
Kike Hernandez,2B/SS/OF/UTL,"June 04, 2023",2700,BOS,TB,3,3.8,8.66,8.42,Taj Bradley,TB,29.325,30,50,10,10,0.598,0.32,5.43,57.7,5
Jake Meyers,OF/UTL,"June 04, 2023",2600,HOU,LAA,0,3.8,8.66,7.84,Griffin Canning,LAA,46.375,52.5,85.2,26.8,7.2,0.687,0.381,4.62,49.7,4.7
Stone Garrett,OF/UTL,"June 04, 2023",2600,WSN,PHI,3.5,3.8,8.83,7.22,Ranger Suarez,PHI,61.675,62.5,90.2,47.2,8.5,0.73,0.414,3.84,57.2,4.2
Yainer Diaz,C1B/UTL,"June 04, 2023",2500,HOU,LAA,24.7,3.8,8.8,5.83,Griffin Canning,LAA,67.775,84.6,90.9,46.7,13.2,0.775,0.487,4.62,49.7,4.7
Elehuris Montero,3B/C1B/UTL,"June 04, 2023",2300,COL,KC,0,3.8,8.84,6.58,Brady Singer,KC,19.675,45.2,88.5,39.1,6.3,0.544,0.321,5.7,34.4,4.4
Ryan McMahon,2B/3B/UTL,"June 04, 2023",3700,COL,KC,0,3.7,11.15,10.8,Brady Singer,KC,72.75,80.8,91.4,46.1,12.3,0.791,0.457,5.7,34.4,4.4
George Springer,OF/UTL,"June 04, 2023",3300,TOR,NYM,0,3.7,10.99,10.21,Kodai Senga,NYM,73.2,66.1,88.8,42.5,9.2,0.763,0.427,3.2,76.4,4.6
Jarred Kelenic,OF/UTL,"June 04, 2023",3100,SEA,TEX,0,3.7,9.56,10.65,Nathan Eovaldi,TEX,65.425,74.9,91.8,49.5,10.9,0.763,0.443,2.83,81.8,4.5
Owen Miller,2B/3B/C1B/UTL,"June 04, 2023",3000,MIL,CIN,18.7,3.7,10,8.65,Ben Lively,CIN,66.625,28.3,86,32.5,3.9,0.725,0.401,3.72,58,4.2
Jorge Polanco,2B/UTL,"June 04, 2023",3000,MIN,CLE,0,3.7,10.96,10.66,Triston McKenzie,CLE,59.225,88.8,86.5,37.4,14.3,0.741,0.45,4.5,77.3,4.3
Joey Meneses,C1B/UTL,"June 04, 2023",2900,WSN,PHI,12.2,3.7,9.91,9.03,Ranger Suarez,PHI,66.575,42.8,89.5,43,5.9,0.724,0.401,3.84,57.2,4.2
J.T. Realmuto,C1B/UTL,"June 04, 2023",2800,PHI,WSH,21.7,3.7,11.14,8.55,Trevor Williams,WSH,63.35,78.5,89.3,41.4,11.8,0.765,0.461,4.42,34.3,4.6
Steven Kwan,OF/UTL,"June 04, 2023",2800,CLE,MIN,0,3.7,9.27,9.9,Joe Ryan,MIN,62.1,16.2,85.4,19.6,0.9,0.705,0.364,3.77,82.2,4
Eugenio Suarez,3B/UTL,"June 04, 2023",2700,SEA,TEX,12.7,3.7,8.11,8.64,Nathan Eovaldi,TEX,47.625,81.5,90.8,46.7,12.4,0.689,0.368,2.83,81.8,4.5
Elvis Andrus,SS/2B/UTL,"June 04, 2023",2500,CHW,DET,0,3.7,8.52,6.44,Matthew Boyd,DET,25.55,18.8,86.4,27.5,1.8,0.561,0.271,5.45,50.8,4.2
Brice Turang,2B/SS/UTL,"June 04, 2023",2400,MIL,CIN,0,3.7,8.68,5.74,Ben Lively,CIN,22.55,24.4,86.8,29.1,3.2,0.566,0.305,3.72,58,4.2
Marcus Semien,2B/UTL,"June 04, 2023",3800,TEX,SEA,12.2,3.6,10.78,14.34,Bryce Miller,SEA,76.175,36.1,88.2,37.1,5,0.784,0.443,3.66,76.4,5.9
Bobby Witt Jr.,SS/UTL,"June 04, 2023",3700,KCR,COL,0,3.6,12.96,11.57,Kyle Freeland,COL,65.75,76.4,90.7,44.8,11.4,0.764,0.463,4.72,27.3,3.7
Corey Seager,SS/UTL,"June 04, 2023",3700,TEX,SEA,37.6,3.6,10.66,14.04,Bryce Miller,SEA,97.975,96.9,94.8,57.6,20,1.043,0.625,3.66,76.4,5.9
Jonathan India,2B/UTL,"June 04, 2023",3400,CIN,MIL,3,3.6,10.92,12.05,Adrian Houser,MIL,61.25,58.3,89.3,39.2,7.8,0.734,0.401,3.79,41.2,4.9
Jake Burger,3B/UTL,"June 04, 2023",3300,CHW,DET,32.2,3.6,11.23,9.97,Matthew Boyd,DET,60.425,96.5,92.5,51.5,19.4,0.809,0.532,5.45,50.8,4.2
Esteury Ruiz,OF/UTL,"June 04, 2023",3200,OAK,MIA,9.7,3.6,9.6,10.81,Sandy Alcantara,MIA,45.425,19,82.6,18.9,1.9,0.64,0.329,4.64,51.3,3.6
Mark Canha,OF/C1B/UTL,"June 04, 2023",2900,NYM,TOR,3,3.6,10.55,8.15,Yusei Kikuchi,TOR,62.55,43.3,88.1,37.9,6,0.74,0.396,4.13,52.3,4.4
Taylor Ward,OF/UTL,"June 04, 2023",2900,LAA,HOU,3,3.6,9.74,8.4,J.P. France,HOU,60.1,55.5,91,44.7,7.5,0.721,0.395,3.31,51.1,5
Ty France,C1B/UTL,"June 04, 2023",2800,SEA,TEX,9.2,3.6,8.26,9.66,Nathan Eovaldi,TEX,56.525,44.2,86.2,35.7,6.1,0.7,0.378,2.83,81.8,4.5
Willi Castro,3B/SS/OF/UTL,"June 04, 2023",2600,MIN,CLE,18.7,3.6,8.19,7.36,Triston McKenzie,CLE,46.55,59.5,86.3,34,8,0.674,0.359,4.5,77.3,4.3
Zach Neto,SS/UTL,"June 04, 2023",2600,LAA,HOU,3.2,3.6,7.61,7.73,J.P. France,HOU,63.275,71.4,90,40.9,10.1,0.749,0.426,3.31,51.1,5
Yuli Gurriel,C1B/UTL,"June 04, 2023",2600,MIA,OAK,24.7,3.6,9.19,8.28,Paul Blackburn,OAK,64.375,18.3,88.6,34.8,1.7,0.724,0.394,4.86,54.8,4.2
Maikel Garcia,3B/SS/UTL,"June 04, 2023",2600,KCR,COL,18.7,3.6,8.79,8.44,Kyle Freeland,COL,61.825,34.6,91.7,49.7,4.7,0.703,0.374,4.72,27.3,3.7
JJ Bleday,OF/UTL,"June 04, 2023",2400,OAK,MIA,0,3.5,7.91,6.38,Sandy Alcantara,MIA,46.4,24.8,88.1,34.7,3.3,0.686,0.36,4.64,51.3,3.6
Andy Ibanez,3B/OF/2B/UTL,"June 04, 2023",2400,DET,CWS,6,3.6,7.74,5.17,Michael Kopech,CWS,43.3,80.3,90.9,49.4,12.2,0.675,0.41,4.47,46.3,3.9
Triston Casas,C1B/UTL,"June 04, 2023",2400,BOS,TB,6,3.6,8.26,7.7,Taj Bradley,TB,64.75,87.1,91.6,47,13.7,0.767,0.434,5.43,57.7,5
Martin Maldonado,C1B/UTL,"June 04, 2023",2200,HOU,LAA,0,3.6,7.44,5.5,Griffin Canning,LAA,18.2,55.5,88.2,38.1,7.5,0.549,0.301,4.62,49.7,4.7
Austin Wynns,C1B/UTL,"June 04, 2023",2200,COL,KC,3,3.6,7.2,5.41,Brady Singer,KC,20.95,21.6,85,27,2.7,0.55,0.288,5.7,34.4,4.4
Will Benson,OF/UTL,"June 04, 2023",2100,CIN,MIL,3,3.6,7.59,4.18,Adrian Houser,MIL,90.825,72.1,90,37.9,10.3,0.875,0.484,3.79,41.2,4.9
Luis Robert Jr.,OF/UTL,"June 04, 2023",3500,CHW,DET,15.4,3.5,11.98,10.71,Matthew Boyd,DET,85.425,92.1,88.8,40.7,15.6,0.908,0.575,5.45,50.8,4.2
Royce Lewis,SS/UTL,"June 04, 2023",3400,MIN,CLE,0,3.5,9.57,13.32,Triston McKenzie,CLE,86.925,65.4,87.7,35.8,9,0.827,0.474,4.5,77.3,4.3
Spencer Steer,OF/C1B/UTL,"June 04, 2023",3400,CIN,MIL,0,3.5,10.33,11.08,Adrian Houser,MIL,82.85,47.3,90.1,40.5,6.5,0.83,0.467,3.79,41.2,4.9
Jeimer Candelario,3B/UTL,"June 04, 2023",3200,WSN,PHI,3,3.5,9.58,10.06,Ranger Suarez,PHI,77.375,52.5,88.7,38.4,7.2,0.813,0.477,3.84,57.2,4.2
Harold Ramirez,OF/UTL,"June 04, 2023",3000,TBR,BOS,3,3.5,9.19,10.18,Tanner Houck,BOS,77.225,38.6,89.7,42.6,5.3,0.784,0.456,5.05,52.4,5.4
Jurickson Profar,OF/UTL,"June 04, 2023",3000,COL,KC,3,3.5,11.58,8.86,Brady Singer,KC,54.125,31.4,86.5,31.2,4.3,0.701,0.375,5.7,34.4,4.4
Nolan Jones,OF/C1B/UTL,"June 04, 2023",2900,COL,KC,6,3.5,9.57,9.05,Brady Singer,KC,90.7,79.6,91.2,44.6,12,0.877,0.508,5.7,34.4,4.4
Mauricio Dubon,2B/SS/OF/UTL,"June 04, 2023",2800,HOU,LAA,3,3.5,9.43,8.57,Griffin Canning,LAA,58.95,29.5,87.1,30.1,4.1,0.694,0.391,4.62,49.7,4.7
Joey Wiemer,OF/UTL,"June 04, 2023",2800,MIL,CIN,6.2,3.5,7.83,7.52,Ben Lively,CIN,42.1,74.9,88.9,37.5,10.9,0.684,0.39,3.72,58,4.2
Spencer Torkelson,C1B/UTL,"June 04, 2023",2700,DET,CWS,22.2,3.5,9.07,8.43,Michael Kopech,CWS,50.475,80.3,92.3,49.2,12.2,0.704,0.397,4.47,46.3,3.9
Ramon Laureano,OF/UTL,"June 04, 2023",2700,OAK,MIA,25.2,3.5,8.3,7.86,Sandy Alcantara,MIA,32.875,69.1,88.6,34.3,9.7,0.635,0.361,4.64,51.3,3.6
Travis Jankowski,OF/UTL,"June 04, 2023",2600,TEX,SEA,12.2,3.5,6.98,8.08,Bryce Miller,SEA,86.35,0,85.7,26.9,0,0.839,0.418,3.66,76.4,5.9
Andres Gimenez,2B/UTL,"June 04, 2023",2500,CLE,MIN,12.5,3.5,8.52,7.85,Joe Ryan,MIN,52.7,34,84.6,23.9,4.6,0.695,0.38,3.77,82.2,4
Harold Castro,2B/SS/OF/UTL,"June 04, 2023",2500,COL,KC,3,3.5,8.72,5.74,Brady Singer,KC,46.675,24.8,86.3,30,3.3,0.635,0.344,5.7,34.4,4.4
Kody Clemens,C1B/UTL,"June 04, 2023",2500,PHI,WSH,12.4,3.5,9.08,6.44,Trevor Williams,WSH,36.975,44.2,90.4,40.4,6.1,0.644,0.367,4.42,34.3,4.6
Ildemaro Vargas,2B/SS/3B/UTL,"June 04, 2023",2400,WSN,PHI,28.2,3.5,8.69,6.29,Ranger Suarez,PHI,60.825,30.2,87.8,31.3,4.2,0.715,0.41,3.84,57.2,4.2
Cavan Biggio,2B/C1B/UTL,"June 04, 2023",2300,TOR,NYM,9,3.5,7.51,5.27,Kodai Senga,NYM,34.375,86.2,87.9,35.4,13.5,0.654,0.382,3.2,76.4,4.6
Jackie Bradley Jr.,OF/UTL,"June 04, 2023",2200,KCR,COL,0,3.5,7.41,3.33,Kyle Freeland,COL,8.25,58.3,88.1,35.1,7.8,0.397,0.21,4.72,27.3,3.7
Bryce Harper,C1B/OF/UTL,"June 04, 2023",3800,PHI,WSH,12,3.4,14.1,11.07,Trevor Williams,WSH,85.125,82.2,91.1,42.9,12.5,0.821,0.426,4.42,34.3,4.6
Eloy Jimenez,OF/UTL,"June 04, 2023",3400,CHW,DET,9.5,3.4,10.83,10.12,Matthew Boyd,DET,70.975,76.8,92.6,53.8,11.5,0.776,0.463,5.45,50.8,4.2
Lane Thomas,OF/UTL,"June 04, 2023",3300,WSN,PHI,3,3.4,11.21,10.36,Ranger Suarez,PHI,86.425,63,88.1,40.5,8.6,0.838,0.49,3.84,57.2,4.2
Mitch Garver,C1B/UTL,"June 04, 2023",2900,TEX,SEA,15.7,3.4,8.94,14.39,Bryce Miller,SEA,65.575,82.5,89.4,42.9,12.7,0.757,0.43,3.66,76.4,5.9
Ezequiel Tovar,SS/UTL,"June 04, 2023",2800,COL,KC,6,3.4,8.24,8.18,Brady Singer,KC,59.9,53.9,88.3,36.8,7.4,0.722,0.426,5.7,34.4,4.4
Garrett Cooper,C1B/UTL,"June 04, 2023",2700,MIA,OAK,34.9,3.4,9.94,7.7,Paul Blackburn,OAK,64.325,71.4,89.9,43.1,10.1,0.747,0.443,4.86,54.8,4.2
Ryan Jeffers,C1B/UTL,"June 04, 2023",2600,MIN,CLE,3,3.4,8.85,6.8,Triston McKenzie,CLE,74.8,55.5,90.4,45.2,7.5,0.789,0.422,4.5,77.3,4.3
Jake Rogers,C1B/UTL,"June 04, 2023",2600,DET,CWS,0,3.4,8.47,6.43,Michael Kopech,CWS,51.3,92.5,91,49,15.7,0.742,0.446,4.47,46.3,3.9
Donovan Solano,C1B/2B/3B/UTL,"June 04, 2023",2500,MIN,CLE,3,3.4,8.08,5.53,Triston McKenzie,CLE,79.65,47.3,91,45.3,6.5,0.795,0.419,4.5,77.3,4.3
Enmanuel Valdez,3B/UTL,"June 04, 2023",2500,BOS,TB,0,3.4,7.31,7.24,Taj Bradley,TB,46.35,79.2,86.5,27.3,11.9,0.684,0.404,5.43,57.7,5
